timestamp,open,high,low,close,volume,close_time,quote_volume,trades
1774233000000,68209.57000000,68380.60000000,68030.27000000,68280.41000000,0.94505000,1774233899999,64372.49235860,23
1774233900000,68244.95000000,68244.95000000,68186.71000000,68186.71000000,0.00174000,1774234799999,118.66865710,3
1774234800000,68357.45000000,68604.70000000,68319.09000000,68319.09000000,0.06443000,1774235699999,4414.24844110,21
1774235700000,68228.98000000,68228.98000000,68197.65000000,68197.65000000,0.18485000,1774236599999,12611.29535480,8
1774236600000,68163.04000000,68224.37000000,68142.86000000,68142.86000000,0.00893000,1774237499999,608.67319040,7
1774237500000,68162.53000000,68217.82000000,68074.15000000,68079.78000000,0.06479000,1774238399999,4411.60854890,13
1774238400000,68138.58000000,68221.60000000,68095.67000000,68165.95000000,0.00689000,1774239299999,469.40211560,14
1774239300000,68180.48000000,68184.83000000,68164.50000000,68179.67000000,0.01395000,1774240199999,951.08874330,7
1774240200000,68246.84000000,68374.39000000,68246.84000000,68343.53000000,0.12997000,1774241099999,8884.89727330,8
1774241100000,68428.57000000,68596.99000000,68428.57000000,68557.02000000,0.13507000,1774241999999,9255.05883390,11
1774242000000,68556.13000000,68787.97000000,68556.13000000,68787.97000000,0.07961000,1774242899999,5468.34230550,25
1774242900000,68769.67000000,68853.00000000,68732.57000000,68732.57000000,0.02349000,1774243799999,1616.62454440,10
1774243800000,68608.83000000,68784.46000000,68608.83000000,68654.88000000,0.09475000,1774244699999,6508.16357900,6
1774244700000,68632.25000000,68761.49000000,68632.25000000,68761.49000000,0.04869000,1774245599999,3343.28818200,4
1774245600000,68745.42000000,68745.42000000,68598.54000000,68598.54000000,0.02261000,1774246499999,1553.02454620,11
1774246500000,68573.67000000,68577.15000000,68573.67000000,68577.15000000,0.01273000,1774247399999,872.94786510,2
1774247400000,68451.40000000,68451.40000000,67707.42000000,67707.42000000,0.12376000,1774248299999,8419.41115250,32
1774248300000,67838.97000000,67860.40000000,67838.97000000,67860.40000000,0.03130000,1774249199999,2123.39683490,3
1774249200000,67863.80000000,67955.20000000,67559.75000000,67955.20000000,0.08830000,1774250099999,5979.55830930,24
1774250100000,67946.37000000,67946.37000000,67740.90000000,67814.49000000,0.03182000,1774250999999,2158.40323810,7
1774251000000,68033.47000000,68350.15000000,68033.47000000,68350.15000000,0.10464000,1774251899999,7140.49253990,13
1774251900000,68350.16000000,68428.57000000,68332.88000000,68428.57000000,0.02558000,1774252799999,1748.45990220,4
1774252800000,68438.60000000,68655.90000000,68433.84000000,68655.90000000,0.06458000,1774253699999,4426.35818980,19
1774253700000,68680.34000000,68680.34000000,68446.85000000,68454.36000000,0.00517000,1774254599999,354.41060500,6
1774254600000,68454.36000000,68623.10000000,68454.36000000,68582.70000000,0.08056000,1774255499999,5524.50739450,6
1774255500000,68438.59000000,68438.59000000,68438.59000000,68438.59000000,0.00040000,1774256399999,27.37543600,1
1774256400000,68322.64000000,68322.64000000,68263.01000000,68277.69000000,0.00251000,1774257299999,171.44040800,4
1774257300000,68214.49000000,68233.22000000,68159.30000000,68233.22000000,0.00562000,1774258199999,383.27403830,5
1774258200000,68218.93000000,68230.42000000,68033.47000000,68139.50000000,0.06505000,1774259099999,4431.87153650,12
1774259100000,68232.58000000,68232.58000000,68208.23000000,68208.23000000,0.00187000,1774259999999,127.55109460,2
1774260000000,68362.82000000,68680.34000000,68358.69000000,68680.34000000,0.06401000,1774260899999,4383.60901750,23
1774260900000,68591.82000000,68591.82000000,68460.35000000,68469.56000000,0.00489000,1774261799999,334.98805830,3
1774261800000,68463.73000000,68463.73000000,68463.73000000,68463.73000000,0.01039000,1774262699999,711.33815470,1
1774262700000,68518.02000000,68518.02000000,68508.20000000,68508.20000000,0.00358000,1774263599999,245.28675380,2
1774263600000,68664.42000000,71499.98000000,68528.82000000,70933.40000000,3.32718000,1774264499999,233764.08831460,328
1774264500000,71179.03000000,71232.30000000,70327.59000000,70654.64000000,0.40198000,1774265399999,28492.05400980,50
1774265400000,70819.88000000,71181.57000000,70464.67000000,70730.04000000,0.46428000,1774266299999,32900.10267740,45
1774266300000,70678.45000000,70678.45000000,70082.74000000,70186.91000000,0.16188000,1774267199999,11364.80932370,31
1774267200000,70157.94000000,70241.45000000,69720.61000000,70025.27000000,0.14651000,1774268099999,10256.47709050,38
1774268100000,70124.84000000,70466.94000000,70121.30000000,70306.54000000,0.14041000,1774268999999,9867.78539580,25
1774269000000,70308.64000000,70724.69000000,70252.00000000,70671.20000000,0.07081000,1774269899999,4988.04660370,27
1774269900000,70730.06000000,70823.35000000,70582.48000000,70582.48000000,0.06204000,1774270799999,4387.58099260,14
1774270800000,70816.83000000,70864.40000000,70641.30000000,70700.89000000,0.09998000,1774271699999,7072.87079540,16
1774271700000,70776.77000000,70869.94000000,70776.77000000,70801.00000000,0.21906000,1774272599999,15509.34767280,17
1774272600000,70807.47000000,71420.00000000,70692.64000000,71404.53000000,1.19493000,1774273499999,84739.92213450,60
1774273500000,71200.74000000,71589.67000000,71110.45000000,71293.80000000,0.47030000,1774274399999,33576.11935870,59
1774274400000,71471.68000000,71791.26000000,71413.52000000,71549.03000000,0.46218000,1774275299999,33116.31234910,73
1774275300000,71703.44000000,71740.58000000,71339.80000000,71339.80000000,0.20959000,1774276199999,14976.24147730,15
1774276200000,71360.00000000,71493.36000000,71270.00000000,71409.76000000,0.12633000,1774277099999,9022.20872390,15
1774277100000,71340.93000000,71495.87000000,71149.82000000,71467.19000000,0.11428000,1774277999999,8149.81818390,18
1774278000000,71487.67000000,71611.42000000,71439.58000000,71439.58000000,0.08553000,1774278899999,6117.71003670,31
1774278900000,71223.60000000,71223.60000000,70873.53000000,70873.53000000,0.15150000,1774279799999,10748.27214650,30
1774279800000,70913.00000000,70917.86000000,70644.77000000,70644.77000000,0.13679000,1774280699999,9693.70070110,33
1774280700000,70592.63000000,70813.30000000,70119.61000000,70119.61000000,0.34832000,1774281599999,24572.71567040,52
1774281600000,70139.78000000,70501.49000000,70099.95000000,70499.10000000,1.03786000,1774282499999,72941.83914270,42
1774282500000,70512.50000000,70570.06000000,70225.94000000,70237.92000000,0.17689000,1774283399999,12442.43368800,23
1774283400000,70166.67000000,70500.00000000,70166.67000000,70443.20000000,0.06269000,1774284299999,4409.49383650,15
1774284300000,70563.70000000,70699.06000000,70498.69000000,70554.86000000,0.02644000,1774285199999,1867.63319260,14
1774285200000,70597.77000000,70732.23000000,70531.83000000,70668.63000000,0.05353000,1774286099999,3782.90556000,26
1774286100000,70628.65000000,70630.61000000,70397.55000000,70527.81000000,0.06846000,1774286999999,4830.56782230,13
1774287000000,70592.38000000,71044.01000000,70592.38000000,71027.15000000,0.26145000,1774287899999,18550.40356130,28
1774287900000,70933.30000000,71125.84000000,70900.00000000,71076.77000000,0.01728000,1774288799999,1226.34660200,14
1774288800000,71090.46000000,71172.06000000,70970.24000000,70988.02000000,0.14055000,1774289699999,9986.32719480,52
1774289700000,70978.03000000,71057.72000000,70910.69000000,70910.69000000,0.01325000,1774290599999,940.37376940,14
1774290600000,71050.43000000,71122.25000000,70986.19000000,71017.90000000,0.09582000,1774291499999,6805.88191430,12
1774291500000,71077.74000000,71165.68000000,71044.91000000,71097.45000000,0.01797000,1774292399999,1277.75877560,7
1774292400000,71093.47000000,71233.88000000,70919.53000000,70930.17000000,0.08958000,1774293299999,6368.99948250,27
